,Unnamed: 0,0,1,topics
2031,2031,the legislative financial statement accompanying this proposal for a regulation covers the budgetary impacts for the regulation itself,4,17
2032,2032,other elementsimplementation plans and monitoring evaluation and reporting arrangementsthe commission will establish a comprehensive framework for continuously monitoring the output results and impact of this legislative instrument upon the date of its application,4,17
2033,2033,based on the established monitoring programme an evaluation of the instrument is envisaged within five years from its entry into force,4,18
2034,2034,detailed explanation of the specific provisions of the proposalchapter i sets out general provisions including the subject matter and scope of the regulation article  and the definitions of key terms used in the regulation article,4,27
2035,2035,chapter ii contains provisions on the exemption of liability of providers of intermediary services,4,10
2036,2036,more specifically it includes the conditions under which providers of mere conduit article  caching article  and hosting services article  are exempt from liability for the third party information they transmit and store,4,1
2037,2037,it also provides that the liability exemptions should not be disapplied when providers of intermediary services carry out voluntary own initiative investigations or comply with the law article  and it lays down a prohibition of general monitoring or active fact finding obligations for those providers article,4,1
2038,2038,finally it imposes an obligation on providers of intermediary services in respect of orders from national judicial or administrative authorities to act against illegal content article  and to provide information article,4,1
2039,2039,chapter iii sets out the due diligence obligations for a transparent and safe online environment in five different sections,4,7
2040,2040,section  lays down obligations applicable to all providers of intermediary services in particular the obligation to establish a single point of contact to facilitate direct communication with member states authorities the commission and the board article  the obligation to designate a legal representative in the union for providers not established in any member state but offering their services in the union article  the obligation to set out in their terms and conditions any restrictions that they may impose on the use of their services and to act responsibly in applying and enforcing those restrictions article  and transparency reporting obligations in relation to the removal and the disabling of information considered to be illegal content or contrary to the providers terms and conditions article,4,1
2041,2041,section  lays down obligations additional to those under section  applicable to providers of hosting services,4,1
2042,2042,in particular that section obliges those providers to put in place mechanisms to allow third parties to notify the presence of alleged illegal content article,4,1
2043,2043,furthermore if such a provider decides to remove or disable access to specific information provided by a recipient of the service it imposes the obligation to provide that recipient with a statement of reasons article,4,1
2044,2044,section  lays down obligations applicable to all online platforms additional to those under sections  and,4,7
2045,2045,the section specifies that it does not apply to online platforms that are micro or small enterprises within the meaning of the annex to recommendation ec article,4,7
2046,2046,the section lays down the obligation for online platforms to provide an internal complaint handling system in respect of decisions taken in relation to alleged illegal content or information incompatible with their terms and conditions article,4,7
2047,2047,it also obliges online platforms to engage with certified out of court dispute settlement bodies to resolve any dispute with users of their services article,4,7
2048,2048,it further obliges online platforms to ensure that notices submitted by entities granted the status of trusted flaggers are treated with priority article  and sets out the measures online platforms are to adopt against misuse article,4,7
2049,2049,furthermore this section includes a requirement for online platforms to inform competent enforcement authorities in the event they become aware of any information giving rise to a suspicion of serious criminal offences involving a threat to the life or safety of persons article,4,7
2050,2050,the section also obliges online platforms to receive store make reasonable efforts to assess the reliability of and publish specific information on the traders using their services where those online platforms allow consumers to conclude distance contracts with those traders article,4,7
2051,2051,those online platforms are also obliged to organise their interface in a way that enables traders to respect union consumer and product safety law article a,4,7
2052,2052,online platforms are also obliged to publish reports on their activities relating to the removal and the disabling of information considered to be illegal content or contrary to their terms and conditions article,4,7
2053,2053,the section also includes transparency obligations for online platforms in respect of online advertising article,4,7
2054,2054,section  lays down obligations additional to the obligations laid down in sections  to  for very large online platforms as defined by article  to manage systemic risks,4,7
2055,2055,very large online platforms are obliged to conduct risk assessments on the systemic risks brought about by or relating to the functioning and use of their services article  and to take reasonable and effective measures aimed at mitigating those risks article,4,7
2056,2056,they are also to submit themselves to external and independent audits article,4,0
2057,2057,the section includes also a specific obligation in case very large online platforms use recommender systems article  or display online advertising on their online interface article,4,7
2058,2058,furthermore the section sets out the conditions under which very large online platforms provide access to data to the digital services coordinator of establishment or the commission and vetted researchers article  the obligation to appoint one or more compliance officers to ensure compliance with the obligations laid down in the regulation article  and specific additional transparency reporting obligations article,4,7
2059,2059,section  contains transversal provisions concerning due diligence obligations namely the processes for which the commission will support and promote the development and implementation of harmonised european standards article  the framework for the development of codes of conduct article  and the framework for the development of specific codes of conduct for online advertising article,4,7
2060,2060,there is also a provision on crisis protocols to address extraordinary circumstances affecting public security or public health article,4,17
2061,2061,chapter iv contains the provisions concerning the implementation and enforcement of this regulation,4,1
2062,2062,section  lays down provisions concerning national competent authorities including digital services coordinators which are the primary national authorities designated by the member states for the consistent application of this regulation article,4,23
2063,2063,the digital services coordinators like other designated competent authorities are independent and perform their tasks impartially transparently and in a timely manner article,4,23
2064,2064,member states where the main establishment of the provider is located have jurisdiction to enforce this regulation article,4,1
2065,2065,the digital services coordinators are granted specific powers article,4,23
2066,2066,member states are to lay down rules on penalties applicable to breaches of the obligations by providers of intermediary services under this regulation article,4,1
2067,2067,digital services coordinators can receive complaints against providers of intermediary services for breaches of the obligations laid down in this regulation article,4,23
2068,2068,digital services coordinators are required to publish annual reports on their activities article  and to cooperate with digital services coordinators of other member states article,4,23
2069,2069,digital services coordinators can also participate in joint investigations with regard to matters covered by the regulation article,4,23
2070,2070,section  lays down provisions regarding the european board for digital services an independent advisory group of digital services coordinators article,4,23
2071,2071,it also sets out the structure of that board article  and its tasks article,4,19
2072,2072,section  concerns the supervision investigation enforcement and monitoring of very large online platforms,4,7
2073,2073,it provides for enhanced supervision in the event such platforms infringe the provisions of chapter iii section  article,4,19
2074,2074,it also provides the possibility for the commission to intervene vis  vis very large online platforms in case the infringements persist article,4,7
2075,2075,in these cases the commission can carry out investigations including through requests for information article  interviews article  and on site inspections article  can adopt interim measures article  and make binding commitments by very large online platforms article  as well as monitor their compliance with the regulation article,4,19
2076,2076,in case of non compliance the commission can adopt non compliance decisions article  as well as fines article  and periodic penalty payments article  for breaches of the regulation by very large online platforms as well as for supply of incorrect incomplete or misleading information in the context of the investigation,4,7
2077,2077,the regulation sets also a limitation period for the imposition of penalties article  and for their enforcement article,4,1
2078,2078,finally the regulation sets the procedural guarantees in front of the commission in particular the right to be heard and of access to the file article  and the publication of decisions article,4,19
2079,2079,the section also provides for the cooperation of the commission with national courts article  and for the adoption of implementing acts on practical arrangement on the proceedings article,4,19
2080,2080,section  includes the common provisions on enforcement,4,1
2081,2081,it first lays down rules on an information sharing system supporting communications between digital services coordinators the commission and the board article,4,23
2082,2082,it also includes the right of recipients of intermediary services to mandate a body organisation and association to exercise their rights on their behalf article,4,1
2083,2083,section  relates to the adoption of delegated and implementing acts in accordance with articles  and  of the treaty on the functioning of the european union respectively articles  and,4,2
2084,2084,finally chapter v contains the final provisions of this regulation which concern the deletion of articles  to  of the e commerce directive given that they have been incorporated in the regulation article  amendments to directive xxec article  evaluation of the regulation article  and its entry into force and application article,4,1
2085,2085,codproposal for aregulation of the european parliament and of the councilon a single market for digital services digital services act and amending directive ectext with eea relevancethe european parliament and the council of the european unionhaving regard to the treaty on the functioning of the european union and in particular article  thereofhaving regard to the proposal from the european commissionafter transmission of the draft legislative act to the national parliamentshaving regard to the opinion of the european economic and social committee  having regard to the opinion of the committee of the regions  having regard to the opinion of the european data protection supervisor  acting in accordance with the ordinary legislative procedurewhereasinformation society services and especially intermediary services have become an important part of the unions economy and daily life of union citizens,4,2
2086,2086,twenty years after the adoption of the existing legal framework applicable to such services laid down in directive ec of the european parliament and of the council   new and innovative business models and services such as online social networks and marketplaces have allowed business users and consumers to impart and access information and engage in transactions in novel ways,4,2
2087,2087,a majority of union citizens now uses those services on a daily basis,4,22
2088,2088,however the digital transformation and increased use of those services has also resulted in new risks and challenges both for individual users and for society as a whole,4,23
2089,2089,member states are increasingly introducing or are considering introducing national laws on the matters covered by this regulation imposing in particular diligence requirements for providers of intermediary services,4,8
2090,2090,those diverging national laws negatively affect the internal market which pursuant to article  of the treaty comprises an area without internal frontiers in which the free movement of goods and services and freedom of establishment are ensured taking into account the inherently cross border nature of the internet which is generally used to provide those services,4,0
2091,2091,the conditions for the provision of intermediary services across the internal market should be harmonised so as to provide businesses with access to new markets and opportunities to exploit the benefits of the internal market while allowing consumers and other recipients of the services to have increased choice,4,0
2092,2092,responsible and diligent behaviour by providers of intermediary services is essential for a safe predictable and trusted online environment and for allowing union citizens and other persons to exercise their fundamental rights guaranteed in the charter of fundamental rights of the european union charter in particular the freedom of expression and information and the freedom to conduct a business and the right to non discrimination,4,2
2093,2093,therefore in order to safeguard and improve the functioning of the internal market a targeted set of uniform effective and proportionate mandatory rules should be established at union level,4,0
2094,2094,this regulation provides the conditions for innovative digital services to emerge and to scale up in the internal market,4,0
2095,2095,the approximation of national regulatory measures at union level concerning the requirements for providers of intermediary services is necessary in order to avoid and put an end to fragmentation of the internal market and to ensure legal certainty thus reducing uncertainty for developers and fostering interoperability,4,1
2096,2096,by using requirements that are technology neutral innovation should not be hampered but instead be stimulated,4,0
2097,2097,this regulation should apply to providers of certain information society services as defined in directive eu  of the european parliament and of the council   that is any service normally provided for remuneration at a distance by electronic means and at the individual request of a recipient,4,2
2098,2098,specifically this regulation should apply to providers of intermediary services and in particular intermediary services consisting of services known as mere conduit caching and hosting services given that the exponential growth of the use made of those services mainly for legitimate and socially beneficial purposes of all kinds has also increased their role in the intermediation and spread of unlawful or otherwise harmful information and activities,4,1
2099,2099,in practice certain providers of intermediary services intermediate in relation to services that may or may not be provided by electronic means such as remote information technology services transport accommodation or delivery services,4,23
2100,2100,this regulation should apply only to intermediary services and not affect requirements set out in union or national law relating to products or services intermediated through intermediary services including in situations where the intermediary service constitutes an integral part of another service which is not an intermediary service as specified in the case law of the court of justice of the european union,4,1
2101,2101,in order to ensure the effectiveness of the rules laid down in this regulation and a level playing field within the internal market those rules should apply to providers of intermediary services irrespective of their place of establishment or residence in so far as they provide services in the union as evidenced by a substantial connection to the union,4,1
2102,2102,such a substantial connection to the union should be considered to exist where the service provider has an establishment in the union or in its absence on the basis of the existence of a significant number of users in one or more member states or the targeting of activities towards one or more member states,4,1
2103,2103,the targeting of activities towards one or more member states can be determined on the basis of all relevant circumstances including factors such as the use of a language or a currency generally used in that member state or the possibility of ordering products or services or using a national top level domain,4,1
2104,2104,the targeting of activities towards a member state could also be derived from the availability of an application in the relevant national application store from the provision of local advertising or advertising in the language used in that member state or from the handling of customer relations such as by providing customer service in the language generally used in that member state,4,1
2105,2105,a substantial connection should also be assumed where a service provider directs its activities to one or more member state as set out in article  of regulation eu  of the european parliament and of the council,4,2
2106,2106,on the other hand mere technical accessibility of a website from the union cannot on that ground alone be considered as establishing a substantial connection to the union,4,1
2107,2107,this regulation should complement yet not affect the application of rules resulting from other acts of union law regulating certain aspects of the provision of intermediary services in particular directive ec with the exception of those changes introduced by this regulation directive eu of the european parliament and of the council as amended  and regulation eu  of the european parliament and of the council   proposed terrorist content online regulation,4,2
2108,2108,therefore this regulation leaves those other acts which are to be considered lex specialis in relation to the generally applicable framework set out in this regulation unaffected,4,1
2109,2109,however the rules of this regulation apply in respect of issues that are not or not fully addressed by those other acts as well as issues on which those other acts leave member states the possibility of adopting certain measures at national level,4,1
2110,2110,for reasons of clarity it should also be specified that this regulation is without prejudice to regulation eu  of the european parliament and of the council  and regulation eu  of the european parliament and of the council   directive ec of the european parliament and of the council  and regulation  on temporary derogation from certain provisions of directive ec  as well as union law on consumer protection in particular directive ec of the european parliament and of the council   directive eu of the european parliament and of the council  and directive eec of the european parliament and of the council   as amended by directive eu  of the european parliament and of the council   and on the protection of personal data in particular regulation eu  of the european parliament and of the council,4,2
2111,2111,the protection of individuals with regard to the processing of personal data is solely governed by the rules of union law on that subject in particular regulation eu  and directive ec,4,2
2112,2112,this regulation is also without prejudice to the rules of union law on working conditions,4,1
2113,2113,it should be clarified that this regulation is without prejudice to the rules of union law on copyright and related rights which establish specific rules and procedures that should remain unaffected,4,1
2114,2114,in order to achieve the objective of ensuring a safe predictable and trusted online environment for the purpose of this regulation the concept of illegal content should be defined broadly and also covers information relating to illegal content products services and activities,4,7
2115,2115,in particular that concept should be understood to refer to information irrespective of its form that under the applicable law is either itself illegal such as illegal hate speech or terrorist content and unlawful discriminatory content or that relates to activities that are illegal such as the sharing of images depicting child sexual abuse unlawful non consensual sharing of private images online stalking the sale of non compliant or counterfeit products the non authorised use of copyright protected material or activities involving infringements of consumer protection law,4,1
2116,2116,in this regard it is immaterial whether the illegality of the information or activity results from union law or from national law that is consistent with union law and what the precise nature or subject matter is of the law in question,4,1
2117,2117,considering the particular characteristics of the services concerned and the corresponding need to make the providers thereof subject to certain specific obligations it is necessary to distinguish within the broader category of providers of hosting services as defined in this regulation the subcategory of online platforms,4,7
2118,2118,online platforms such as social networks or online marketplaces should be defined as providers of hosting services that not only store information provided by the recipients of the service at their request but that also disseminate that information to the public again at their request,4,7
2119,2119,however in order to avoid imposing overly broad obligations providers of hosting services should not be considered as online platforms where the dissemination to the public is merely a minor and purely ancillary feature of another service and that feature cannot for objective technical reasons be used without that other principal service and the integration of that feature is not a means to circumvent the applicability of the rules of this regulation applicable to online platforms,4,7
2120,2120,for example the comments section in an online newspaper could constitute such a feature where it is clear that it is ancillary to the main service represented by the publication of news under the editorial responsibility of the publisher,4,14
2121,2121,the concept of dissemination to the public as used in this regulation should entail the making available of information to a potentially unlimited number of persons that is making the information easily accessible to users in general without further action by the recipient of the service providing the information being required irrespective of whether those persons actually access the information in question,4,1
2122,2122,the mere possibility to create groups of users of a given service should not in itself be understood to mean that the information disseminated in that manner is not disseminated to the public,4,14
2123,2123,however the concept should exclude dissemination of information within closed groups consisting of a finite number of pre determined persons,4,1
2124,2124,interpersonal communication services as defined in directive eu  of the european parliament and of the council  such as emails or private messaging services fall outside the scope of this regulation,4,2
2125,2125,information should be considered disseminated to the public within the meaning of this regulation only where that occurs upon the direct request by the recipient of the service that provided the information,4,1
2126,2126,where some of the services provided by a provider are covered by this regulation whilst others are not or where the services provided by a provider are covered by different sections of this regulation the relevant provisions of this regulation should apply only in respect of those services that fall within their scope,4,1
2127,2127,the legal certainty provided by the horizontal framework of conditional exemptions from liability for providers of intermediary services laid down in directive ec has allowed many novel services to emerge and scale up across the internal market,4,10
2128,2128,that framework should therefore be preserved,4,26
2129,2129,however in view of the divergences when transposing and applying the relevant rules at national level and for reasons of clarity and coherence that framework should be incorporated in this regulation,4,8
2130,2130,it is also necessary to clarify certain elements of that framework having regard to case law of the court of justice of the european union,4,2
2131,2131,the relevant rules of chapter ii should only establish when the provider of intermediary services concerned cannot be held liable in relation to illegal content provided by the recipients of the service,4,1
2132,2132,those rules should not be understood to provide a positive basis for establishing when a provider can be held liable which is for the applicable rules of union or national law to determine,4,1
2133,2133,furthermore the exemptions from liability established in this regulation should apply in respect of any type of liability as regards any type of illegal content irrespective of the precise subject matter or nature of those laws,4,1
2134,2134,the exemptions from liability established in this regulation should not apply where instead of confining itself to providing the services neutrally by a merely technical and automatic processing of the information provided by the recipient of the service the provider of intermediary services plays an active role of such a kind as to give it knowledge of or control over that information,4,1
2135,2135,those exemptions should accordingly not be available in respect of liability relating to information provided not by the recipient of the service but by the provider of intermediary service itself including where the information has been developed under the editorial responsibility of that provider,4,1
2136,2136,in view of the different nature of the activities of mere conduit caching and hosting and the different position and abilities of the providers of the services in question it is necessary to distinguish the rules applicable to those activities in so far as under this regulation they are subject to different requirements and conditions and their scope differs as interpreted by the court of justice of the european union,4,1
2137,2137,a provider of intermediary services that deliberately collaborates with a recipient of the services in order to undertake illegal activities does not provide its service neutrally and should therefore not be able to benefit from the exemptions from liability provided for in this regulation,4,1
2138,2138,a provider should be able to benefit from the exemptions from liability for mere conduit and for caching services when it is in no way involved with the information transmitted,4,10
2139,2139,this requires among other things that the provider does not modify the information that it transmits,4,9
2140,2140,however this requirement should not be understood to cover manipulations of a technical nature which take place in the course of the transmission as such manipulations do not alter the integrity of the information transmitted,4,25
2141,2141,in order to benefit from the exemption from liability for hosting services the provider should upon obtaining actual knowledge or awareness of illegal content act expeditiously to remove or to disable access to that content,4,1
2142,2142,the removal or disabling of access should be undertaken in the observance of the principle of freedom of expression,4,1
2143,2143,the provider can obtain such actual knowledge or awareness through in particular its own initiative investigations or notices submitted to it by individuals or entities in accordance with this regulation in so far as those notices are sufficiently precise and adequately substantiated to allow a diligent economic operator to reasonably identify assess and where appropriate act against the allegedly illegal content,4,1
2144,2144,in order to ensure the effective protection of consumers when engaging in intermediated commercial transactions online certain providers of hosting services namely online platforms that allow consumers to conclude distance contracts with traders should not be able to benefit from the exemption from liability for hosting service providers established in this regulation in so far as those online platforms present the relevant information relating to the transactions at issue in such a way that it leads consumers to believe that the information was provided by those online platforms themselves or by recipients of the service acting under their authority or control and that those online platforms thus have knowledge of or control over the information even if that may in reality not be the case,4,7
2145,2145,in that regard is should be determined objectively on the basis of all relevant circumstances whether the presentation could lead to such a belief on the side of an average and reasonably well informed consumer,4,14
2146,2146,the exemptions from liability established in this regulation should not affect the possibility of injunctions of different kinds against providers of intermediary services even where they meet the conditions set out as part of those exemptions,4,1
2147,2147,such injunctions could in particular consist of orders by courts or administrative authorities requiring the termination or prevention of any infringement including the removal of illegal content specified in such orders issued in compliance with union law or the disabling of access to it,4,1
2148,2148,in order to create legal certainty and not to discourage activities aimed at detecting identifying and acting against illegal content that providers of intermediary services may undertake on a voluntary basis it should be clarified that the mere fact that providers undertake such activities does not lead to the unavailability of the exemptions from liability set out in this regulation provided those activities are carried out in good faith and in a diligent manner,4,1
2149,2149,in addition it is appropriate to clarify that the mere fact that those providers take measures in good faith to comply with the requirements of union law including those set out in this regulation as regards the implementation of their terms and conditions should not lead to the unavailability of those exemptions from liability,4,1
2150,2150,therefore any such activities and measures that a given provider may have taken should not be taken into account when determining whether the provider can rely on an exemption from liability in particular as regards whether the provider provides its service neutrally and can therefore fall within the scope of the relevant provision without this rule however implying that the provider can necessarily rely thereon,4,1
2151,2151,whilst the rules in chapter ii of this regulation concentrate on the exemption from liability of providers of intermediary services it is important to recall that despite the generally important role played by those providers the problem of illegal content and activities online should not be dealt with by solely focusing on their liability and responsibilities,4,7
2152,2152,where possible third parties affected by illegal content transmitted or stored online should attempt to resolve conflicts relating to such content without involving the providers of intermediary services in question,4,7
2153,2153,recipients of the service should be held liable where the applicable rules of union and national law determining such liability so provide for the illegal content that they provide and may disseminate through intermediary services,4,1
2154,2154,where appropriate other actors such as group moderators in closed online environments in particular in the case of large groups should also help to avoid the spread of illegal content online in accordance with the applicable law,4,7
2155,2155,furthermore where it is necessary to involve information society services providers including providers of intermediary services any requests or orders for such involvement should as a general rule be directed to the actor that has the technical and operational ability to act against specific items of illegal content so as to prevent and minimise any possible negative effects for the availability and accessibility of information that is not illegal content,4,1
2156,2156,since  new technologies have emerged that improve the availability efficiency speed reliability capacity and security of systems for the transmission and storage of data online leading to an increasingly complex online ecosystem,4,11
2157,2157,in this regard it should be recalled that providers of services establishing and facilitating the underlying logical architecture and proper functioning of the internet including technical auxiliary functions can also benefit from the exemptions from liability set out in this regulation to the extent that their services qualify as mere conduits caching or hosting services,4,1
2158,2158,such services include as the case may be wireless local area networks domain name system dns services toplevel domain name registries certificate authorities that issue digital certificates or content delivery networks that enable or improve the functions of other providers of intermediary services,4,23
2159,2159,likewise services used for communications purposes and the technical means of their delivery have also evolved considerably giving rise to online services such as voice over ip messaging services and web based e mail services where the communication is delivered via an internet access service,4,4
2160,2160,those services too can benefit from the exemptions from liability to the extent that they qualify as mere conduit caching or hosting service,4,10
2161,2161,providers of intermediary services should not be subject to a monitoring obligation with respect to obligations of a general nature,4,1
2162,2162,this does not concern monitoring obligations in a specific case and in particular does not affect orders by national authorities in accordance with national legislation in accordance with the conditions established in this regulation,4,1
2163,2163,nothing in this regulation should be construed as an imposition of a general monitoring obligation or active fact finding obligation or as a general obligation for providers to take proactive measures to relation to illegal content,4,1
2164,2164,depending on the legal system of each member state and the field of law at issue national judicial or administrative authorities may order providers of intermediary services to act against certain specific items of illegal content or to provide certain specific items of information,4,1
2165,2165,the national laws on the basis of which such orders are issued differ considerably and the orders are increasingly addressed in cross border situations,4,1
2166,2166,in order to ensure that those orders can be complied with in an effective and efficient manner so that the public authorities concerned can carry out their tasks and the providers are not subject to any disproportionate burdens without unduly affecting the rights and legitimate interests of any third parties it is necessary to set certain conditions that those orders should meet and certain complementary requirements relating to the processing of those orders,4,1
2167,2167,orders to act against illegal content or to provide information should be issued in compliance with union law in particular regulation eu  and the prohibition of general obligations to monitor information or to actively seek facts or circumstances indicating illegal activity laid down in this regulation,4,1
2168,2168,the conditions and requirements laid down in this regulation which apply to orders to act against illegal content are without prejudice to other union acts providing for similar systems for acting against specific types of illegal content such as regulation eu,4,1
2169,2169,proposed regulation addressing the dissemination of terrorist content online or regulation eu  that confers specific powers to order the provision of information on member state consumer law enforcement authorities whilst the conditions and requirements that apply to orders to provide information are without prejudice to other union acts providing for similar relevant rules for specific sectors,4,7
2170,2170,those conditions and requirements should be without prejudice to retention and preservation rules under applicable national law in conformity with union law and confidentiality requests by law enforcement authorities related to the non disclosure of information,4,1
2171,2171,the territorial scope of such orders to act against illegal content should be clearly set out on the basis of the applicable union or national law enabling the issuance of the order and should not exceed what is strictly necessary to achieve its objectives,4,1
2172,2172,in that regard the national judicial or administrative authority issuing the order should balance the objective that the order seeks to achieve in accordance with the legal basis enabling its issuance with the rights and legitimate interests of all third parties that may be affected by the order in particular their fundamental rights under the charter,4,22
2173,2173,in addition where the order referring to the specific information may have effects beyond the territory of the member state of the authority concerned the authority should assess whether the information at issue is likely to constitute illegal content in other member states concerned and where relevant take account of the relevant rules of union law or international law and the interests of international comity,4,1
2174,2174,the orders to provide information regulated by this regulation concern the production of specific information about individual recipients of the intermediary service concerned who are identified in those orders for the purposes of determining compliance by the recipients of the services with applicable union or national rules,4,1
2175,2175,therefore orders about information on a group of recipients of the service who are not specifically identified including orders to provide aggregate information required for statistical purposes or evidence based policy making should remain unaffected by the rules of this regulation on the provision of information,4,1
2176,2176,orders to act against illegal content and to provide information are subject to the rules safeguarding the competence of the member state where the service provider addressed is established and laying down possible derogations from that competence in certain cases set out in article  of directive ec only if the conditions of that article are met,4,1
2177,2177,given that the orders in question relate to specific items of illegal content and information respectively where they are addressed to providers of intermediary services established in another member state they do not in principle restrict those providers freedom to provide their services across borders,4,1
2178,2178,therefore the rules set out in article  of directive ec including those regarding the need to justify measures derogating from the competence of the member state where the service provider is established on certain specified grounds and regarding the notification of such measures do not apply in respect of those orders,4,1
2179,2179,in order to achieve the objectives of this regulation and in particular to improve the functioning of the internal market and ensure a safe and transparent online environment it is necessary to establish a clear and balanced set of harmonised due diligence obligations for providers of intermediary services,4,7
2180,2180,those obligations should aim in particular to guarantee different public policy objectives such as the safety and trust of the recipients of the service including minors and vulnerable users protect the relevant fundamental rights enshrined in the charter to ensure meaningful accountability of those providers and to empower recipients and other affected parties whilst facilitating the necessary oversight by competent authorities,4,27
2181,2181,in that regard it is important that the due diligence obligations are adapted to the type and nature of the intermediary service concerned,4,10
2182,2182,this regulation therefore sets out basic obligations applicable to all providers of intermediary services as well as additional obligations for providers of hosting services and more specifically online platforms and very large online platforms,4,7
2183,2183,to the extent that providers of intermediary services may fall within those different categories in view of the nature of their services and their size they should comply with all of the corresponding obligations of this regulation,4,1
2184,2184,those harmonised due diligence obligations which should be reasonable and non arbitrary are needed to achieve the identified public policy concerns such as safeguarding the legitimate interests of the recipients of the service addressing illegal practices and protecting fundamental rights online,4,27
2185,2185,in order to facilitate smooth and efficient communications relating to matters covered by this regulation providers of intermediary services should be required to establish a single point of contact and to publish relevant information relating to their point of contact including the languages to be used in such communications,4,1
2186,2186,the point of contact can also be used by trusted flaggers and by professional entities which are under a specific relationship with the provider of intermediary services,4,12
2187,2187,in contrast to the legal representative the point of contact should serve operational purposes and should not necessarily have to have a physical location,4,12
2188,2188,providers of intermediary services that are established in a third country that offer services in the union should designate a sufficiently mandated legal representative in the union and provide information relating to their legal representatives so as to allow for the effective oversight and where necessary enforcement of this regulation in relation to those providers,4,1
2189,2189,it should be possible for the legal representative to also function as point of contact provided the relevant requirements of this regulation are complied with,4,27
2190,2190,whilst the freedom of contract of providers of intermediary services should in principle be respected it is appropriate to set certain rules on the content application and enforcement of the terms and conditions of those providers in the interests of transparency the protection of recipients of the service and the avoidance of unfair or arbitrary outcomes,4,1
2191,2191,to ensure an adequate level of transparency and accountability providers of intermediary services should annually report in accordance with the harmonised requirements contained in this regulation on the content moderation they engage in including the measures taken as a result of the application and enforcement of their terms and conditions,4,7
2192,2192,however so as to avoid disproportionate burdens those transparency reporting obligations should not apply to providers that are microor small enterprises as defined in commission recommendation ec,4,1
2193,2193,providers of hosting services play a particularly important role in tackling illegal content online as they store information provided by and at the request of the recipients of the service and typically give other recipients access thereto sometimes on a large scale,4,7
2194,2194,it is important that all providers of hosting services regardless of their size put in place user friendly notice and action mechanisms that facilitate the notification of specific items of information that the notifying party considers to be illegal content to the provider of hosting services concerned notice pursuant to which that provider can decide whether or not it agrees with that assessment and wishes to remove or disable access to that content action,4,7
